term,average_tf,idf,tf_idf,frequency,document_frequency
court,0.0004405286343612335,4.7318028369214575,0.0020844946418156203,2,2
cover,0.0004894762604013705,5.424950017481403,0.0026553842474211463,1,1
covid,8.471704506946798e-05,5.424950017481403,0.00045958573513058313,1,1
crack,3.0592266275085654e-05,5.424950017481403,0.00016596151546382164,1,1
crave,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
cream,0.0003671071953010279,5.424950017481403,0.00199153818556586,1,1
create,0.00010710654983782737,4.7318028369214575,0.000506807076375501,2,2
credible,6.0346388268662116e-05,5.424950017481403,0.00032737614009301807,1,1
crime,0.00013376990967490872,4.7318028369214575,0.0006329728380944602,2,2
crisis,0.00018274086502301822,4.326337728813293,0.0007905986989450612,3,3
critic,0.00041179850603332695,4.7318028369214575,0.0019485493390885144,2,2
critical,0.000326317506934247,5.424950017481403,0.001770256164947431,2,1
cross,0.0004894762604013705,5.424950017481403,0.0026553842474211463,1,1
crowd,0.00029084821270226364,4.7318028369214575,0.0013762363979781067,3,2
csu,0.00033886818027787193,5.424950017481403,0.0018383429405223325,2,1
cup,0.00012236906510034262,5.424950017481403,0.0006638460618552866,2,1
curdle,5.372300419039433e-05,5.424950017481403,0.0002914446125218332,2,1
curtice,0.0005873715124816446,4.7318028369214575,0.0027793261890874934,2,2
cut,0.0001728227719417147,4.7318028369214575,0.0008177632825584356,2,2
cymru,0.0010149496053222615,3.8155121050473024,0.003872552505120071,7,5
cynicism,5.372300419039433e-05,5.424950017481403,0.0002914446125218332,2,1
cyrillic,0.000326317506934247,5.424950017481403,0.001770256164947431,2,1
czech,0.0017306482064191316,4.326337728813293,0.007487368630734145,3,3
daily,0.00010164527181722009,4.7318028369214575,0.0004809653855443747,2,2
damage,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
dance,0.00015190642564180464,5.424950017481403,0.0008240847664410455,2,1
dangerous,0.00035403214450948446,4.7318028369214575,0.001675210305751366,2,2
data,6.0346388268662116e-05,5.424950017481403,0.00032737614009301807,1,1
datum,0.00012069277653732423,5.424950017481403,0.0006547522801860361,2,1
davey,0.00020024028834601522,5.424950017481403,0.0010862935557631964,1,1
david,7.105300554213443e-05,5.424950017481403,0.0003854590036579084,1,1
day,0.004143520563790374,2.5917366734251868,0.010738914202266919,18,17
daylong,7.595321282090232e-05,5.424950017481403,0.00041204238322052275,1,1
dead,0.00039679968903861103,4.7318028369214575,0.0018775778942824518,3,2
deadline,0.0004405286343612335,5.424950017481403,0.0023898458226790324,2,1
deal,0.000717111725510975,3.8155121050473024,0.0027361484693584834,5,5
debate,0.0010328369776795856,4.038655656361512,0.004171272902004987,5,4
deborah,9.57670944263551e-05,5.424950017481403,0.0005195317005823982,1,1
decade,9.57670944263551e-05,5.424950017481403,0.0005195317005823982,1,1
december,0.00024473813020068524,5.424950017481403,0.0013276921237105731,2,1
decision,9.177679882525697e-05,5.424950017481403,0.000497884546391465,3,1
decisive,0.00042643765110725464,4.7318028369214575,0.0020178188872794303,3,2
declare,0.0009986894667866671,4.326337728813293,0.004320667919527588,4,3
declassify,0.00018355359765051394,5.424950017481403,0.00099576909278293,1,1
decrease,0.0006293266205160478,5.424950017481403,0.0034140654609700455,1,1
